id,id_empresa,ativo,pessoa,fantasia,razao,nome,documento,ie,telefone1,telefone2,email,site,cep,estado,codigo_cidade,cidade,bairro,endereco,numero,complemento,observacoes,deletado
2288,2288,1,0,CARPA COMERCIO DE MATERIAIS PARA CONSTRUCAO,CARPA COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA ME,CARPA COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA ME,10.259.381/0001-81,NULL,NULL,NULL,NULL,NULL,14870-160,SP,3524303,JABOTICABAL,CENTRO,AVENIDA TREZE DE MAIO,1141,NULL,NULL,0
2289,2289,1,0,ARTONI,ARTONI COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,ARTONI COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,NULL,NULL,NULL,NULL,NULL,NULL,14870-120,SP,3524303,JABOTICABAL,CENTRO,AVENIDA PINTOS,1256,NULL,NULL,0
2292,2292,1,0,AUTO PECAS USADAS MACARRAO,AUTO PECAS USADAS MACARRAO,AUTO PECAS USADAS MACARRAO,NULL,NULL,(16) 3416 - 6200,NULL,NULL,NULL,13556-000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2296,2296,1,0,SN INDUSTRIA DE PLASTICO E COMERCIO LTDA,SN INDUSTRIA DE PLASTICO E COMERCIO LTDA,SN INDUSTRIA DE PLASTICO E COMERCIO LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2300,2300,1,0,ATUAL GRAFICA,ATUAL GRAFICA E COMUNICACAO VISUAL LTDA ME,ATUAL GRAFICA E COMUNICACAO VISUAL LTDA ME,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1570,1570,1,0,ALARME-WISETECH,RAFA,RAFA,NULL,NULL,(16) 3201 - 4358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1571,1571,1,0,DRM-CAPACETES,CAPACETE-TAURUS,CAPACETE-TAURUS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LS2-SCUDI(AMANDA)011-27591006,0
1573,1573,1,0,ASSOCIACAO MORADORES-FEHR,FEHR,FEHR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1574,1574,1,0,IMPORTADOS-PARTSCOMPANY,PARTS COMPANY COM.PECAS LTDA,PARTS COMPANY COM.PECAS LTDA,NULL,NULL,(11) 4121 - 9655,(11) 4121 - 6390,partscompany@partscompany.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BANCO BRASIL AG:3131-3/CC:20260-6,0
1576,1576,1,0,IMPORTADOS-CHINA/LIFAN MOTORS,LV,LV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1578,1578,1,0,DISTRIBUIDORA-COMPEL,COMPEL,COMPEL,NULL,NULL,(11) 3572 - 3026,NULL,@compel.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1581,1581,1,0,AUFI VEICULOS E PECAS,AUFI VEICULOS E PECAS,AUFI VEICULOS E PECAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1583,1583,1,0,VISUART-CARTAO,VISUART,VISUART,NULL,NULL,(16) 3372 - 3990,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DIOGO,0
1588,1588,1,0,TRANPORTES NEURI,NEURI,NEURI,NULL,NULL,NULL,NULL,NULL,NULL,13560-000,SP,3548906,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
1589,1589,1,0,DISKFONE,DISK FONE,DISK FONE,NULL,NULL,(16) 3303 - 3000,NULL,NULL,NULL,13500-000,SP,3503208,ARARAQUARA,NULL,NULL,0,NULL,NULL,0
1591,1591,1,0,SK-SAO JOSE DOS CAMPOS,SK AUTOMOTIVE S/A-DIST.AUTO PECAS,SK AUTOMOTIVE S/A-DIST.AUTO PECAS,08.237.002/0005-34,645508791119,(12) 2134 - 2800,NULL,NULL,NULL,12238-530,SP,3549904,SAO JOSE DOS CAMPOS,CHACARAS REUNIDAS,RUA JOACABA,271,NULL,NULL,0
1594,1594,1,0,UNIAO DIESEL,LEMAO,LEMAO,NULL,NULL,(16) 3032 - 0755,NULL,uniaodiesel@outlook.com,NULL,NULL,NULL,13564-580,NULL,JD.HIKARE,R.LUIGI MAZZIERO,234,ATRAS IRPA,ISRAEL-997015126LEMAO-992352999/996157249,0
1595,1595,1,0,RODRIGO,RODRIGO,RODRIGO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1602,1602,1,0,VIDREKS,VIDREKS,VIDREKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1603,1603,1,0,COSTA SOL-DIESEL,COSTA SOL-BOMBAS  INJETORAS,COSTA SOL-BOMBAS  INJETORAS,NULL,NULL,(16) 3322 - 7030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1605,1605,1,0,LUCK/FAG/INA,LUCK,LUCK,NULL,NULL,NULL,NULL,gustavo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1606,1606,1,0,GM-DIVISA,DIVISA VEICULOS LTDA,DIVISA VEICULOS LTDA,03.866.211/0001-08,141140161088818,(45) 3027 - 6060,NULL,NULL,NULL,85851-190,PR,4108304,FOZ DO IGUACU,CENTRO,RUA ENGENHEIRO REBOUCAS,1028,NULL,NULL,0
1609,1609,1,0,PNEUMATICAS-MANFERP,MANFERP COMERCIAL LTDA,MANFERP COMERCIAL LTDA,03.934.713/0001-10,115947310113,(11) 3763 - 3016,NULL,manferp@manferpcomercial.com.br,NULL,05334-000,SP,3550308,SAO PAULO,JAGUARE,AVENIDA BOLONHA,541,NULL,JEANITAU AG:9205/CC:15456-1,0
1614,1614,1,0,HIDRAUCAR,HIDRAUCAR,HIDRAUCAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1615,1615,1,0,LONAS/TAPETES-ELEVADOR,BWF,BWF,NULL,NULL,(11) 4933 - 0837,NULL,pedro.bonadio@bwflonas.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1618,1618,1,0,MAZI-SUSPENSAO,MAZI AUTOMOTIVA LTDA,MAZI AUTOMOTIVA LTDA,NULL,NULL,NULL,NULL,antonio_inocencio@terra.com.br,NULL,NULL,NULL,NULL,NULL,SAO JOSE,R.BEETHOVEN,2331,NULL,NULL,0
1619,1619,1,0,RELOGIO,TIME DESING PROD.PROMOCIONAIS LTDA,TIME DESING PROD.PROMOCIONAIS LTDA,NULL,NULL,NULL,NULL,NULL,NULL,02330-003,SP,3550308,SAO PAULO,TUCURUVI,AVENIDA NOVA CANTAREIRA,1984,NULL,NULL,0
1620,1620,1,0,RELOGIO,TIME DESING PROD.PROMO LTDA,TIME DESING PROD.PROMO LTDA,NULL,NULL,NULL,NULL,NULL,NULL,02330-003,SP,3550308,SAO PAULO,TUCURUVI,AVENIDA NOVA CANTAREIRA,1984,NULL,NULL,0
1622,1622,1,0,CABOS  VELAS-CAFLEX,CAFLEX,CAFLEX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ERIC 94*59787,0
1623,1623,1,0,LUBRIFICANTES-COMPER TRATORES,COMPER,COMPER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARARAQUARA,NULL,NULL,NULL,NULL,NULL,NULL,0
1626,1626,1,0,PECAS KIA BRASIL,KIA,KIA,NULL,NULL,(11) 2942 - 7298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1627,1627,1,0,FORD-CAOA,ELIVEL AUTOMOTORES LTDA,ELIVEL AUTOMOTORES LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1628,1628,1,0,FORD-ORTOVEL,ORTOVEL,ORTOVEL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SP,3543402,RIBEIRAO PRETO,NULL,NULL,NULL,NULL,NULL,0
1631,1631,1,0,SO PASTILHA,SO PASTILHA,SO PASTILHA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1641,1641,1,0,TIM - CARTAO LOJA,TIM - CARTAO LOJA,TIM - CARTAO LOJA,NULL,NULL,(__) 9786 - 4046,NULL,NULL,NULL,NULL,SP,3548906,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
1654,1654,1,0,VESPOR AUTOMOTIVE DIST DE AUTO PECAS LTDA,VESPOR AUTOMOTIVE DIST DE AUTO PECAS LTDA,VESPOR AUTOMOTIVE DIST DE AUTO PECAS LTDA,04.771.370/0003-45,582628652119,(16) 2101 - 9600,NULL,cota9609@vespor.com.br,NULL,14095-220,SP,3543402,RIBEIRAO PRETO,PARQUE INDUSTRIAL LAGOINHA,AVENIDA PRESIDENTE KENNEDY,2540,NULL,NULL,0
1662,1662,1,0,BONE E CIA - TIM,BONE E CIA - TIM,BONE E CIA - TIM,NULL,NULL,(16) 3374 - 3866,NULL,NULL,NULL,NULL,SP,3548906,SAO CARLOS,NULL,NULL,NULL,NULL,16 - 99786-4046,0
1664,1664,1,0,AGUINALDO,AGUINALDO,AGUINALDO,18.600.345/0001-41,NULL,(11) 4329 - 4000,NULL,contato@casaasiatico.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1667,1667,1,0,ALBARUS SPCEIR,AFFINIA,AFFINIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0800-7078022,0
1672,1672,1,0,PNEU-BRASIL TIRE,BRASIL TIRE,BRASIL TIRE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SAO JOSE C,NULL,NULL,NULL,NULL,NULL,NULL,0
1673,1673,1,0,PTD(SMART)-CORVEN),PTD COMERCIO DE PECAS EIRELLI,PTD COMERCIO DE PECAS EIRELLI,10.619.557/0002-40,144037968113,(11) 2900 - 5555,NULL,pdtcomercio.nfe@gmail.com,NULL,02050-040,SP,3550308,SAO PAULO,VILA GUILHERME,RUA EDUARDO LEOPOLDO,436,NULL,NULL,0
1675,1675,1,0,KICTECH-HOMOCINETICAS,KICTECH,KICTECH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1676,1676,1,0,SPHP,SPHP,SPHP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SP,3503208,ARARAQUARA,SANTANA,R.DOS LIBANESES,2450,NULL,NULL,0
1681,1681,1,0,MOLAS,FRANCIULLI COMERCIO DE PECAS LTDA,FRANCIULLI COMERCIO DE PECAS LTDA,NULL,NULL,NULL,NULL,NULL,NULL,00000-000,SP,3550308,SAO PAULO,VILA GUMERCINDO,RUA ASSUNGUI,961,NULL,NULL,0
1683,1683,1,0,NOVA DIST.,NOVA DISTRIBUIDORA DE VEICULOS LTDA,NOVA DISTRIBUIDORA DE VEICULOS LTDA,72.855.505/0009-04,244671366116,(19) 3737 - 2000,NULL,NULL,NULL,13070-771,SP,3509502,CAMPINAS,BONFIM,RUA DOUTOR DAVID VICENTE,240,NULL,NULL,0
1684,1684,1,0,RODRIGO MOVEIS USADOS,RODRIGO MOVEIS USADOS,RODRIGO MOVEIS USADOS,NULL,NULL,(16) 3413 - 1581,(98) 1003 - 365_,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1685,1685,1,0,BARDAL,BARDAL,BARDAL,NULL,NULL,(16) 8810 - 3500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1690,1690,1,0,ACESSORIOS-BEPO,BEPO,BEPO,NULL,NULL,NULL,NULL,tobias.bergental@bepo.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1691,1691,1,0,DISTRIBUIDOR-BOSCH(BAURUTEC),BOSCH,BOSCH,NULL,NULL,(14) 3236 - 2863,NULL,NULL,NULL,NULL,BAURU,NULL,3506003,NULL,AV.CASTELO BRANCO,18-56,NULL,baurutec1@superig.com.br,0
1694,1694,1,0,LONAS/TAPETES-ELEVADOR,ELASTOBOR,ELASTOBOR,NULL,NULL,NULL,NULL,adriana@elastobor.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,011-55228333LONA  DUPLA  FACE,0
1697,1697,1,0,PNEUS-BARBOSA,BARBOSA,BARBOSA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1703,1703,1,0,J. S. MARELLA AUTOMOVEIS LTDA,J. S. MARELLA AUTOMOVEIS LTDA,J. S. MARELLA AUTOMOVEIS LTDA,68.087.329/0001-75,647213716110,(17) 3214 - 8000,NULL,NULL,NULL,15020-000,SP,3549805,SAO JOSE DO RIO PRETO,SANTOS DUMONT,RUA DOUTOR PRESCILIANO PINTO,3570,NULL,NULL,0
1705,1705,1,0,KIKO-COMPRESSOR,COMPRESSOR,COMPRESSOR,NULL,NULL,(16) 3372 - 7140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1706,1706,1,0,COMPRESSOR-MANUTENCCAO E VENDA,CARLOS,CARLOS,NULL,NULL,NULL,NULL,33724491-repr.chiaperini,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98136-5295-CARLOS,0
1707,1707,1,0,KUMHO,KUMHO-GEISEL,KUMHO-GEISEL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,014-997725519,0
1708,1708,1,0,ARAIMPORTS,ARAIMPORTS,ARAIMPORTS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1710,1710,1,0,ROLEMAR(MARILIA),GIRANDO COM. DE PECAS LTDA,GIRANDO COM. DE PECAS LTDA,81.676.009/0012-71,43807269114,(14) 3311 - 6000,NULL,NULL,NULL,17512-035,SP,3529005,MARILIA,DISTRITO INDUSTRIAL SANTO BARION,AVENIDA REPUBLICA,5481,NULL,NULL,0
1714,1714,1,0,SK-SOROCABA,SK AUTOMOTIVE S/A-DIST.AUTO PECAS,SK AUTOMOTIVE S/A-DIST.AUTO PECAS,08.237.002/0025-88,669399895114,(15) 3228 - 9200,NULL,NULL,NULL,18085-751,SP,3552205,SOROCABA,RETIRO SAO JOAO,RUA ALCESTE DEL CISTIA,95,NULL,NULL,0
1715,1715,1,0,DISTRIBUIDOR-SK(BAURU),SK AUTOMOTIVE S/A-DIST.AUTO PECAS,SK AUTOMOTIVE S/A-DIST.AUTO PECAS,08.237.002/0026-69,209281900112,(14) 3878 - 6800,NULL,NULL,NULL,17030-022,SP,3506003,BAURU,VILA CORALINA,AVENIDA OCTAVIO MANGABEIRA,22,NULL,NULL,0
1720,1720,1,0,COMPEL DISTR. E COM. DE AUTO PECAS LTDA,COMPEL DISTR. E COM. DE AUTO PECAS LTDA,COMPEL DISTR. E COM. DE AUTO PECAS LTDA,47.152.012/0001-03,109470784112,(11) 3572 - 3000,NULL,NULL,NULL,03425-010,SP,3550308,SAO PAULO,V SANTA ISABEL,PRACA JARDINOPOLIS 54,58,NULL,NULL,0
1721,1721,1,0,CASA DO OLEO-TAUBATE,RIBEIRAO COMERCIO DE LUBRIFICANTES LTDA,RIBEIRAO COMERCIO DE LUBRIFICANTES LTDA,74.212.994/0001-46,582367014113,(16) 2138 - 7500,NULL,NULL,NULL,14075-020,SP,3543402,RIBEIRAO PRETO,VILA ELISA,RUA TAUBATE,2358,NULL,NULL,0
1722,1722,1,0,CONTINENTAL BR.PR.AUT.LTDA -JD,CONTINENTAL DO BRASIL PRODUTOS AUTOMOTIVOS LTDA.,CONTINENTAL DO BRASIL PRODUTOS AUTOMOTIVOS LTDA.,02.036.483/0004-52,407237107113,(11) 4583 - 6161,NULL,NULL,NULL,13212-240,SP,3525904,JUNDIAI,MEDEIROS,ROD DOM GABRIEL P. BUENO COUTO,KM66,NULL,NULL,0
1723,1723,1,0,ROLEMAR,GIRANDO COMERCIO DE PECAS LTDA,GIRANDO COMERCIO DE PECAS LTDA,81.676.009/0010-00,148789459118,(11) 3377 - 6200,NULL,NULL,NULL,NULL,SAO PAULO,NULL,3550308,.,RUA CAP FRANCISCO TEIXEIRA NOGUEIRA,232,AGUA BRANCA,NULL,0
1724,1724,1,0,SK AUTOMOTIVE,SK AUTOMOTIVE S/A - DIST.AUTOPECAS,SK AUTOMOTIVE S/A - DIST.AUTOPECAS,08.237.002/0037-11,142641487111,(11) 3616 - 0789,NULL,NULL,NULL,05034-000,SP,3550308,SAO PAULO,VL CHALOT,AV.PRES.CASTELO BRAQNCO,7777,ARMAZEM B PISO SUP.,NULL,0
1725,1725,1,0,SK AUTOMOTIVE,SK AUTOMOTIVE S/A - DIST.AUTOPECAS,SK AUTOMOTIVE S/A - DIST.AUTOPECAS,08.237.002/0019-30,244795872111,(19) 2137 - 8752,NULL,NULL,NULL,13043-670,SP,3509502,CAMPINAS,VL.GEORGINA,AV.ENG.ANTONIO FCO.DE P.SOUZA,2782,ARMAZEM B PISO SUP.,NULL,0
1727,1727,1,0,IMPORTADOS-DALLAS,PECAS-AFA/CHANA/TOWER/,PECAS-AFA/CHANA/TOWER/,NULL,NULL,(51) 3343 - 7242,NULL,NULL,NULL,NULL,RS,4314902,PORTO ALEGRE,NULL,NULL,NULL,NULL,NULL,0
1730,1730,1,0,VW-ITACUA,ITACUA,ITACUA,NULL,NULL,NULL,NULL,cristiano@itacua.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1731,1731,1,0,PNEU-ATUAL(CONTINENTAL),ATUAL PNEUS,ATUAL PNEUS,NULL,NULL,NULL,NULL,jeder@atualpneus.com.br,NULL,93140-000,RS,4318705,SAO LEOPOLDO,ARROIO DA MANTEIGA,AVENIDA PAROBE,NULL,NULL,WWW.ATUALPNEUS.COM.BR,0
1733,1733,1,0,RGS DISTRIBUIDORA,RGS DISTR. DE PECAS E ACESSORIOS LTDA ME,RGS DISTR. DE PECAS E ACESSORIOS LTDA ME,10.208.369/0001-48,647536170110,(17) 3227 - 5148,NULL,NULL,NULL,15086-055,SP,3549805,SAO JOSE DO RIO PRETO,SAO FRANCISCO,RUA RUITHER MOREIRA RODRIGUES,1090,NULL,NULL,0
1734,1734,1,0,MATRIZ,DISCASA DISTR SAOCARL AUT LTDA,DISCASA DISTR SAOCARL AUT LTDA,59.599.134/0001-13,637007991119,(16) 3362 - 2500,NULL,NULL,NULL,13560-290,SP,3548906,SAO CARLOS,VILA MONTEIRO (GLEBA I),RUA DONA ALEXANDRINA,138,NULL,NULL,0
1735,1735,1,0,VW-ITACUA(MATRIZ),ITACUA COMERCIAL DE VEICULOS LTDA,ITACUA COMERCIAL DE VEICULOS LTDA,52.084.225/0001-77,582155772115,(16) 2102 - 0400,NULL,NULL,NULL,14095-000,SP,3543402,RIBEIRAO PRETO,PQ INDL LAGOINHA,AV PRESID CASTELO BRANCO,111,NULL,NULL,0
1736,1736,1,0,SK-SAO JOSE DO RIO PRETO,SK AUTOMOTIVE S/A - DIST.AUTOPECAS,SK AUTOMOTIVE S/A - DIST.AUTOPECAS,08.237.002/0020-73,647537159110,(17) 2137 - 2999,NULL,NULL,NULL,15057-000,SP,3549805,SAO JOSE DO RIO PRETO,CONJUNTO HABITACIONAL SAO DEOCLECIANO,ESTRADA BENEDITO SUFREDINI,250,NULL,NULL,0
1737,1737,1,0,SAO CARLOS - GET. VARGAS,COMERCIAL AUTOMOTIVA S.A.,COMERCIAL AUTOMOTIVA S.A.,45.987.005/0128-70,637118400119,(16) 3363 - 2599,NULL,NULL,NULL,NULL,SAO CARLOS,.,3548906,683,AVENIDA GETULIO VARGAS,683,JD.SAO PAULO,NULL,0
1739,1739,1,0,PNEUS-CAMPNEUS-ARARARARA,COM.E IMPORT.DE PNEUS LTDA,COM.E IMPORT.DE PNEUS LTDA,61.234.985/0132-73,181205639119,(16) 3336 - 1222,NULL,araraquara@campneus.com.br,NULL,14802-000,SP,3503208,ARARAQUARA,CENTRO,AVENIDA PADRE FRANCISCO SALES COLTURATO,596,NULL,REVENDA FALAR COM ADRIANO 19-3228-9622-9-84609950    16-99633-0773 0800 285 2255,0
1744,1744,1,0,INFLAVEIS-MAGALI,INFLAVEIS,INFLAVEIS,NULL,NULL,NULL,NULL,magalimistral@globo.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1748,1748,1,0,NOVA DISTRIBUIDORA DE VEICULOS LTDA,NOVA DISTRIBUIDORA DE VEICULOS LTDA,NOVA DISTRIBUIDORA DE VEICULOS LTDA,72.855.505/0014-63,149592046116,(11) 3619 - 0800,NULL,NULL,NULL,01139-002,SP,3550308,SAO PAULO,V DA BARRA FUND,AV MARQUES DE SAO VICENTE,1584,BARRACAO A,NULL,0
1749,1749,1,0,WEST,WEST BRASIL LUBRIFICANTES LTDA,WEST BRASIL LUBRIFICANTES LTDA,05.869.791/0001-04,535357805117,NULL,NULL,NULL,NULL,NULL,PIRACICABA,NULL,3538709,SN,ROD. MARGARIDA DA GRACA MARTINS SP 135 , KM16,CONCEICAO,NULL,0
1754,1754,1,0,NOVA JDIAS,NOVA DISTRIBUIDORA DE VEICULOS LTDA,NOVA DISTRIBUIDORA DE VEICULOS LTDA,72.855.505/0004-91,115020314115,(11) 5646 - 2000,NULL,NULL,NULL,04723-003,SP,3550308,SAO PAULO,SANTO AMARO,AV JOAO DIAS,2300,NULL,NULL,0
1757,1757,1,0,BATERIAS FORTEX LTDA EPP,BATERIAS FORTEX LTDA EPP,BATERIAS FORTEX LTDA EPP,66.709.601/0001-86,535328762112,(19) 3413 - 3444,NULL,NULL,NULL,13414-038,SP,3538709,PIRACICABA,VILA AREIAO,AVENIDA SANTA ROSA,463,19-97405-2896,NULL,0
1758,1758,1,0,ST EMILIA SAO CARLOS,SANTA EMILIA AUTOMOVEIS E MOTOS LTDA,SANTA EMILIA AUTOMOVEIS E MOTOS LTDA,00.826.100/0005-03,637249693118,(16) 3363 - 0000,NULL,NULL,NULL,13570-390,SP,3548906,SAO CARLOS,JD SAO PAULO,AV GETULIO VARGAS,1290,NULL,NULL,0
1759,1759,1,0,DHK IMPORTACAO LTDA,DHK IMPORTACAO LTDA,DHK IMPORTACAO LTDA,05.386.949/0001-95,116538414119,(11) 2225 - 3332,NULL,NULL,NULL,NULL,SAO PAULO,NULL,3518800,442,RUA COELHO LISBOA, CONJ 71,TATUAPE,NULL,0
1761,1761,1,0,IMA,IMA,IMA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1763,1763,1,0,ATLAS VEICULOS E PECAS LTDA,ATLAS VEICULOS E PECAS LTDA,ATLAS VEICULOS E PECAS LTDA,05.312.946/0007-00,210087388117,(17) 3344 - 0600,NULL,NULL,NULL,NULL,BEBEDOURO,NULL,3506102,277,RUA BARRETOS, 277BARRACAO 1,JARDIM TALARICO,NULL,0
1764,1764,1,0,PAULISTANA,PAULISTANA,PAULISTANA,NULL,117188950112,(11) 2746 - 0423,NULL,tonel.vendas@bol.com.br,NULL,NULL,SP,3550308,SAO PAULO,NULL,NULL,4,NULL,NULL,0
2566,2566,1,0,GULLO MEDICINA DO TRABALHO LTDA ME,GULLO MEDICINA DO TRABALHO LTDA ME,GULLO MEDICINA DO TRABALHO LTDA ME,24.179.775/0001-34,NULL,(16) 3331 - 4636,NULL,NULL,NULL,14802-450,SP,3503208,ARARAQUARA,JARDIM PRIMAVERA,RUA CAETANO NIGRO,807,NULL,NULL,0
1767,1767,1,0,REAL MOTO PECAS LTDA - FILIAL SAO PAULO,REAL MOTO PECAS LTDA - FILIAL SAO PAULO,REAL MOTO PECAS LTDA - FILIAL SAO PAULO,25.630.302/0013-08,148346334114,NULL,NULL,sergio.roberto.rubinho@hotmail.com,NULL,02714-050,SP,3550308,SAO PAULO,LIMAO,R ENGENHEIRO JOSE PASTORE,139,NULL,NULL,0
1769,1769,1,0,PNEU-FIRESTONE/BRIDGESTON(BELEM),COMERCIAL NEMETH LTDA,COMERCIAL NEMETH LTDA,54.116.223/0010-39,336704687110,(11) 2148 - 0999,NULL,NULL,NULL,07220-000,SP,3518800,GUARULHOS,CIDADE INDUSTRIAL SATELITE DE SAO PAULO,AVENIDA SANTOS DUMONT,2096,2560,NULL,0
1770,1770,1,0,GP SP COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS LTDA,GP SP COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS LTDA,GP SP COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS LTDA,17.321.758/0001-24,717065524116,NULL,NULL,NULL,NULL,18111-100,SP,3557006,VOTORANTIM,PROTESTANTES,AVENIDA IRENO DA SILVA VENANCIO,199,NULL,NULL,0
1771,1771,1,0,VIEMAR,VIEMAR,VIEMAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1772,1772,1,0,RP.ALIANCA,NOVA DISTRIBUIDORA DE VEICULOS LTDA,NOVA DISTRIBUIDORA DE VEICULOS LTDA,72.855.505/0022-73,582826835115,(16) 3515 - 4141,NULL,NULL,NULL,14026-610,SP,3543402,RIBEIRAO PRETO,JD.NOVA ALIANCA,AV BRAZ OLAIA ACOSTA,2040,2560,NULL,0
1773,1773,1,0,MOTORS IMPORTS(IMPORTADOS),MOTORS,MOTORS,NULL,NULL,(11) 3738 - 3738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FERNANDO,0
1774,1774,1,0,LONAS-TUDO LONAS,CLAUDEMIR,CLAUDEMIR,NULL,NULL,(16) 9146 - 7905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ROD.W LUIZ KM,240,NULL,www.tudolonas.com.br,0
1780,1780,1,0,MOTORS IMPORTS,MOTORS IMPORTS DIST AUTO PECAS LTDA,MOTORS IMPORTS DIST AUTO PECAS LTDA,04.597.008/0005-61,145929729116,(11) 3738 - 3738,NULL,NULL,NULL,02114-002,SP,3550308,SAO PAULO,VILA MARIA,RUA DIAS DA SILVA,940,NULL,NULL,0
1781,1781,1,0,ELETROLUX,ELETROLUX,ELETROLUX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,WWW.ELECTROLUX.COM.BR/QUEMINDICA-2036288917680,0
1782,1782,1,0,PNEU-DISEMP,DISTRIBUIDORA EMPRESARIAL DE PNEUS,DISTRIBUIDORA EMPRESARIAL DE PNEUS,10.501.763/0001-70,417311790119,(19) 3442 - 5610,NULL,NULL,NULL,13486-606,SP,3526902,LIMEIRA,GLEBA BEATRIZ,VIA LUIZ VARGA,2320,NULL,NULL,0
