id;codigo;registro_uso;registro_uso_usuario;fantasia;razao;ie;ie_inddest;documento;fixo_1;fixo_2;fixo_3_contato;fixo_3;endereco;numero;bairro;complemento;codigo_cidade;cidade;estado;cep;email;observacoes
673;0-00673;N;NULL;DENTISTA-FABIO ;DENTISTA-FABIO ;;9-NAO CONTR;;(__) 3412 - 7056;;;;;;;;;;;_____-___;;
674;0-00674;N;;DISTRIBUIDOR-UNIFORT;PRODUTOS QUIMICOS-UNIFORT ;;9-NAO CONTR;;(11) 3504 - 5959;;016-991355735-GOMIDES;;AV.AMAZONAS,4333;;CACHOEIRA;;;BETIM;MG;_____-___;;MICHEL-999634566
675;0-00675;N;NULL;SUCATA-TONINHO ;SUCATA-TONINHO ;;9-NAO CONTR;;(__) 3361 - 3240;;;;;;;;;;;_____-___;;
676;0-00676;N;NULL;CENTRAL RIB.PRETO 016-36029000;LUBRIFICANTES-PETROBRAS;;9-NAO CONTR;;(80) 0771 - 0770;(11) 3078 - 3209;SILVIA;;;;;;;;;_____-___;;016-99919326-ALVARO
678;0-00678;N;NULL;MB SUPRIMENTOS;CARTUCHOS/RECARGA-MB SUPRIMENTOS;;9-NAO CONTR;;(16) 3368 - 3359;(__) 3411 - 2856;RONALDO 9701-1430;;R: RAIMUNDO CORREA, 201;;;;;SAO CARLOS;SP;13560-000;mbsuprimentos@hotmail.com;
679;0-00679;N;NULL;CELMAR;FERRAMENTA-PEDRAO GAUCHO;;9-NAO CONTR;;(__) 9245 - 2714;(11) 2095 - 3101;011-20953100;;AV.CONDESSA ELIZABETH DE ROBIANO.930;;TATUAPE;;;SAO PAULO;SP;03074-000;pedrolazarotto@celmar.com;
680;0-00680;N;NULL;MOTO-NOVAMOTO ;MOTO-NOVAMOTO ;;9-NAO CONTR;;(__) 3373 - 1200;;;;;;;;;SAO CARLOS;SP;13560-000;;
681;0-00681;N;NULL;AV.BRASIL.240;LUBRIFICANTES-FAST LUB ( ;;9-NAO CONTR;;(16) 9137 - 6246;;LAU;;;;;;;;;_____-___;;
682;0-00682;N;NULL;RODA-CNN (MOMO/TSW/IMPORTADAS ;RODA-CNN (MOMO/TSW/IMPORTADAS ;;9-NAO CONTR;;(80) 0600 - 6949;;HELSLEI/ODAIR/JONATAN;;;;;;;;;_____-___;;
683;0-00683;N;;GUINCHO-ALVARO ;GUINCHO-ALVARO ;;9-NAO CONTR;;(__) 9601 - 3639;;;;;;;;;;;_____-___;;
684;0-00684;N;;GM-CARRERA;GM-CARRERA;;9-NAO CONTR;;(11) 3724 - 9080;;(11)3724-9116;;;;;;;;;_____-___;paulo.gomes@carrera.com.br;3724-9077 / 3724-9108
685;0-00685;N;;IMPORTADOS-HYUNDAI;HYUNDAI;;9-NAO CONTR;;(16) 2107 - 0715;;PECAS-FABRICIO;;;;;;;;;_____-___;;
686;0-00686;N;;MITSUBISHI-KIMERA ;MITSUBISHI-KIMERA ;;9-NAO CONTR;;(16) 3362 - 7700;;;;AV. TANCREDO DE ALMEIDA NEVES, 750 ;;PQ.SANTA MONICA;;;SAO CARLOS;SP;13561-260;;
687;0-00687;N;NULL;FARMACIA-FARMATTIVE;FARMACIA-FARMATTIVE;;9-NAO CONTR;;(__) 3307 - 6888;;JU / PAULO;;;;;;;SAO CARLOS;SP;_____-___;;
688;0-00688;N;;IMPORTADOS-NISSAN/RENAULT;IMPORTADOS-CAMPOS SALLES ;;9-NAO CONTR;;(19) 3213 - 5370;(19) 3284 - 4220;SIDNEI.42*23407;;R.EXPEDICINARIO HELIO DE CAMPOS.186;;CHAPADAO;;;CAMPINAS;SP;13070-193;www.campossallesimports.com.br;
689;0-00689;N;;HONDA-ANDRE RIBEIRO;HONDA-ANDRE RIBEIRO;;9-NAO CONTR;;(11) 2723 - 2222;;SIDNEI;;;;;;;SAO PAULO;SP;_____-___;;
690;0-00690;N;NULL;CASA DO FUSCA-LATARIA;CASA DO FUSCA-LATARIA ;;9-NAO CONTR;;(16) 3211 - 7636;;;;;;;;;;;_____-___;;
691;0-00691;N;NULL;DISTRIBUIDORA-GARMA ;DISTRIBUIDORA-GARMA ;;9-NAO CONTR;;(11) 2946 - 5043;(11) 2946 - 1948;MARISOL;;AV.DEPUTADO RUBENS GRANJA, 451;;;;;SAO PAULO;SP;04298-000;marisol@garma.com.br;
692;0-00692;N;;CAMBIO-PARANA;BRASIL CAMBIO-PAULO ;;9-NAO CONTR;;(16) 3626 - 1480;;;;;;;;;;;_____-___;brasilcambio@gmail.com;
693;0-00693;N;NULL;FUTEBOL-CHAVARA BALDAVIA ;FUTEBOL-CHAVARA BALDAVIA ;;9-NAO CONTR;;(__) 9715 - 8259;;;;;;;;;;;_____-___;;
694;0-00694;N;NULL;LA CHANCE VEICULOS PECAS E SER.LTDA;RENAULT-LA CHANCE ;;9-NAO CONTR;;(19) 2114 - 9900;;;;AV.MAJOR JOSE LEVY SOBRINHO.2565;;BLOCO B;;;SAO CARLOS;SP;13486-190;;
695;0-00695;N;;ANTONIO JORGE BORGES DE SOUZA E CIA LTDA ME;PAPELARIA-MICROSHOP(JORGE) ;637301826116;9-NAO CONTR;05.344.186/0001-10;(16) 3412 - 9925;;JORGE/ANDRESA;;R: NACOES UNIDAS, 345 FUNDOS;;;;;SAO CARLOS;SP;13572-082;contato@microshopcomputadores.com.br;
696;0-00696;N;;PNEU-ITAIPU (TRATOR);PNEU-ITAIPU (TRATOR);;9-NAO CONTR;;(11) 2412 - 1786;;FERREIRA;;;;;;;;;_____-___;;
697;0-00697;N;NULL;IVAN-TRASH ;IVAN-TRASH ;;9-NAO CONTR;;(__) 3415 - 0479;;;;;;;;;;;_____-___;;
698;0-00698;N;NULL;SAO CARLOS COUNTRY CLUBE;SAO CARLOS COUNTRY CLUBE;;9-NAO CONTR;;(__) 3373 - 3600;;;;;;;;;SAO CARLOS;SP;_____-___;;
699;0-00699;N;NULL;ESTACAS-MARIO VIERA JUNIOR ;ESTACAS-MARIO VIERA JUNIOR ;;9-NAO CONTR;;(16) 3343 - 5055;;;;;;;;;;;_____-___;;
700;0-00700;N;NULL;CONSTRUTOR-PAULO ;CONSTRUTOR-PAULO ;;9-NAO CONTR;;(__) 3116 - 4096;;;;;;;;;;;_____-___;;
701;0-00701;N;NULL;MADEIRAS-JUNINHO ;MADEIRAS-JUNINHO ;;9-NAO CONTR;;(__) 8134 - 4272;;;;;;;;;;;_____-___;;
702;0-00702;N;NULL;EQUIPAMENTOS/MANUTENCAO-CHIAPERINI;EQUIPAMENTOS/MANUTENCAO-CHIAPERINI;;9-NAO CONTR;;(__) 3372 - 4491;;;;;;;;;;;_____-___;;
703;0-00703;N;NULL;CENTRO AUTOMOTIVO SANTA BARBARA;ZEZINHO MECANICO EX. FUNCIONARIO ;;9-NAO CONTR;;(__) 3364 - 2766;;;;;;;;;;;_____-___;;
704;0-00704;N;;EXAME ADM/DEM- ST.GERMAIN;EXAME ADM/DEM- ST.GERMAIN;;9-NAO CONTR;;(16) 3416 - 5707;;;;R: NOVE DE JULHO, 1771 **ESQUINA C/ PADRE TEIXEIRA;;CENTRO;;;SAO CARLOS;SP;13560-000;;
705;0-00705;N;NULL;PATICO-VELTON/THIAGO ;PATICO-VELTON/THIAGO ;;9-NAO CONTR;;(__) 3361 - 5005;;97403-5015 VELTON;;;;;;;;;_____-___;;
706;0-00706;N;NULL;PINKBIJU ;PINKBIJU ;;9-NAO CONTR;;(__) 3377 - 9500;;FIANC.KARINA/MANUTENCAO NECO;;;;;;;;;_____-___;;
707;0-00707;N;;RADIADORES-GIBA ;RADIADORES-GIBA ;;9-NAO CONTR;;(16) 3364 - 6494;;;;R: RUBENS BARBOSA, 58;;ARNON DE MELLO;;;SAO CARLOS;SP;_____-___;;PROX. ADPM
708;0-00708;N;;SUCATA-CIDINHO;SUCATA-CARLOS (COMPRA AMORT/DISCO);;9-NAO CONTR;;(__) 8168 - 4570;;92189397-RODRIGO;;;;;;;;;_____-___;;91287568-CIDINHO
709;0-00709;N;;MJ CANDIDO E CANDIDO LTDA ME;MJ CANDIDO E CANDIDO LTDA ME;637318073116;9-NAO CONTR;10.504.339/0001-89;(16) 3413 - 2888;;;;AVENIDA GETULIO VARGAS;2400;RECREIO SAO JUDAS TADEU;;3548906;SAO CARLOS;SP;13571-272;;
710;0-00710;N;NULL;ROTISSERIE-ACAPULCO;ROTISSERIE-ACAPULCO;;9-NAO CONTR;;(16) 3364 - 5477;;;;;;JD.ACAPULCO;;;SAO CARLOS;SP;13560-000;;
711;0-00711;N;;ROTISSERIE-SKINAO;ROTISSERIE-SKINAO;;9-NAO CONTR;;(16) 3374 - 4100;(__) 3374 - 4379;;;;;;;;SAO CARLOS;SP;13560-000;;
713;0-00713;N;NULL;CHUMBO-CARLOS (ALLKAR);CHUMBO-CARLOS (ALLKAR);;9-NAO CONTR;;(11) 9980 - 1897;(11) 6397 - 9122;9*31228;;;;;;;;;_____-___;;
714;0-00714;N;NULL;INJECAO-CURSOS (NATALIA);INJECAO-CURSOS (NATALIA);;9-NAO CONTR;;(80) 0970 - 7790;;;;;;;;;;;_____-___;;
715;0-00715;N;NULL;EDITORA 7 ;EDITORA 7 ;;9-NAO CONTR;;(31) 2126 - 7000;(80) 0970 - 7790;NATALIA SOARES;;;;;;;;;_____-___;;
716;0-00716;N;NULL;RECONDICIONAMENTO-PEC (AGREGADO/OUTROS);RECONDICIONAMENTO-PEC (AGREGADO/OUTROS);;9-NAO CONTR;;(__) 9777 - 4479;;WALLACE;;;;;;;;;_____-___;;
717;0-00717;N;NULL;DISTRIBUIDORA-KOGAKOGA ;DISTRIBUIDORA-KOGAKOGA ;;9-NAO CONTR;;(11) 2100 - 2323;(11) 2100 - 2335;ALEXANDRE-GERENTE;;;;;;;SAO PAULO;SP;_____-___;;HENRIQUE/NEURIMAR (11)2108-2352
718;0-00718;N;;ACISC ;ACISC ;;9-NAO CONTR;;(__) 3362 - 1900;;;;;;;;;SAO CARLOS;SP;13560-000;;
719;0-00719;N;;PESOCAR;CHUMBO-PESOCAR ;;9-NAO CONTR;;(19) 9704 - 4207;(19) 3483 - 1559;VICENTE;;R: JOAQUIM TEIXEIRA DE TOLEDO,333;;CENTRO;;;SAO CARLOS;SP;_____-___;;
720;0-00720;N;;TUCA MECANICO ;TUCA MECANICO ;;9-NAO CONTR;;(__) 3201 - 1443;;9784-8250;;;;JOKEI CLUBE;;;SAO CARLOS;SP;_____-___;;
721;0-00721;N;NULL;CARTUCHOS/RECARGA-PRINT JET;CARTUCHOS/RECARGA-PRINT JET;;9-NAO CONTR;;(16) 3372 - 3838;(__) 3371 - 2163;;;R: DA. ALEXANDRINA, 157;;CENTRO;;;SAO CARLOS;SP;13560-290;;
722;0-00722;N;;MOLAS-LIMEIRA-LUIS (019-34516171);MOLAS-CAMPMOLAS ;;9-NAO CONTR;;(19) 3281 - 3081;;JOAZ;;;;;;;;;_____-___;fernando@molascampinas.com.br;
723;0-00723;N;;CMG;CMG;;9-NAO CONTR;01.770.446/0001-68;(16) 3961 - 3602;;CLAUDINEI-36103040;;AV.FRANCISCO JUNQUEIRA;938;CAMPOS ELISIOS;;;;;_____-___;982600151;
2447;mar/47;N;NULL;VILACOPOS DISTR PRODS ALIMENTICIOS;VILACOPOS DISTR PRODS ALIMENTICIOS;181032308111;9-NAO CONTR;61.153.870/0001-95;;;;;RUA RUY BARBOSA;1050;VILA XAVIER (VILA XAVIER);;3503208;ARARAQUARA;SP;14810-095;;
724;0-00724;N;NULL;VULCANIZACAO-VULCAFLEX;VULCANIZACAO-VULCAFLEX;;9-NAO CONTR;;(34) 3233 - 5201;;VITOR-034-92041630;;;;;;;;;_____-___;;
725;0-00725;N;NULL;CONVERSAMOS  NA  FEIRA;PNUE-PORA (LINHA PESADA);;9-NAO CONTR;;(67) 8111 - 6071;;NELSON;;;;;;;;;_____-___;;
726;0-00726;N;;GWT DISTR.DE PRODUTOS EIR;GWT DISTR.DE PRODUTOS EIR;182113570114;9-NAO CONTR;18.352.868/0001-16;(11) 3266 - 4902;;WWW.GWT-GLOBAL.COM;;AVENIDA DONA RENATA;5271;CENTRO;;3503307;ARARAS;SP;13600-001;douglas@gwt-global.com/marcos-jmesmarcos;
727;0-00727;N;NULL;VULCANIZACAO-RECISMEC;VULCANIZACAO-RECISMEC;;9-NAO CONTR;;(11) 5872 - 2888;(11) 5873 - 8260;55*7*11284;;R.JOAO FLICIO DOS SANTOS.8101;;VALO VELHO;;;SAO PAULO;SP;05879-445;recismec@recismec.com.br;
728;0-00728;N;;FIAT-JS MARELA;FIAT-JS MARELA ;;9-NAO CONTR;;;(17) 3214 - 8000;MARCIO/DANILO;;;;;;;;;_____-___;;
729;0-00729;N;NULL;MARCO -IBATE;MARCO -IBATE;;9-NAO CONTR;;(__) 3307 - 8880;;;;;;;;;;;_____-___;;
730;0-00730;N;;ALFATEST;ALFATEST;;9-NAO CONTR;;(11) 2065 - 4700;;CAROLINE;(11) 2065 - 4795;;;;;;;;_____-___;cliente-503450;"011-35348800/ GUSTAVO016-32365642/CLODOALDO"
731;0-00731;N;NULL;GRAFICA-MOORE ;GRAFICA-MOORE ;;9-NAO CONTR;;(14) 9601 - 7231;(16) 3961 - 2005;GUILHERME;;;;;;;;;_____-___;;
732;0-00732;N;;CARTAO-CIELO;CARTAO-CIELO;;9-NAO CONTR;;(19) 3254 - 5500;(08) 0057 - 0847;99796-6939 - MARCOS;;R: JOSE INOCENCIO DE CAMPOS, 153;;;;;CAMPINAS;SP;13024-230;80057084723;
2994;fev/94;N;NULL;ROLEMAR;JAHU BORRACHAS E AUTOPECAS LTDA;119600671119;9-NAO CONTR;61.136.701/0007-32;(11) 2959 - 2969;;;;AVENIDA MARQUES DE SAO VICENTE;587;VARZEA DA BARRA FUNDA;SALAO09;3550308;SAO PAULO;SP;01139-001;;
865;4-865;N;NULL;EXPOINTER;EXPOINTER COM. IMPORT. E EXPORT LTDA;181141871114;9-NAO CONTR;56.632.995/0001-68;(16) 3357 - 4866;;BENE(MULHER)/TATIANE;;AVENIDA PADRE FRANCISCO SALES COLTURATO;500;CENTRO;;3503208;ARARAQUARA;SP;14802-000;;
733;0-00733;N;;RENAULT-AUTO BRASIL;RENAULT-AUTO BRASIL;;9-NAO CONTR;;(11) 4412 - 1358;;55*1*34932;;;;;;;ATIBAIA;SP;_____-___;;ANDRE
734;0-00734;N;;HONDA;HONDA;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
2720;mar/20;N;NULL;JUVENAL E MARIO PNEUS;JUVENAL E MARIO PNEUS;;9-NAO CONTR;;;;;;AVENIDA MONTEIRO LOBATO;1088;SAO GERALDO;;3503208;ARARAQUARA;SP;14800-000;;
735;0-00735;N;;SALIM-ESCAPAMENTOS;SALIM;;9-NAO CONTR;;(16) 3368 - 9701;;PROX. PRACA ITALIA;;;;;;;SAO CARLOS;SP;13560-000;;
736;0-00736;N;;SERRALHEIRO-BONADIL;SERRALHEIRO-BONADIL(AMIGO  ALEXANDRE;;9-NAO CONTR;;(16) 3371 - 8483;;997697520;;;;;;;;;_____-___;;
737;0-00737;N;NULL;VELOCIMETROS-ELIAS ;VELOCIMETROS-ELIAS ;;9-NAO CONTR;;(16) 9112 - 9896;;;;R ROCHA POMBO;;VILA MONTEIRO;;;;;_____-___;;PERTO AUTO ELETRICO MICHELOTTO 
738;0-00738;N;;CARTAO-GOODCARD;CARTAO-GOODCARD;;9-NAO CONTR;;(16) 3713 - 2000;;1140025005-VEND DIGITA COD ESTB 195340;;;;;;;FRANCA;SP;_____-___;cod-1124108  nome-casaleautocenter senha;"LIGAR NESSE N P/ FAZER VENDA P TELEFONE - 11 4002 5555 COD.ESTABEL.HUMBERTO CASALE: 978903SITE: CODIGO: 1123280NOME: CASALEAUTOCENTER (TUDO JUNTO E MINUSCULO)SENHA: OFICINA (LETRA MINUSCULA) PROT.8640989"
739;0-00739;N;;CARROCERIA-FACHINI ;CARROCERIA-FACHINI ;;9-NAO CONTR;;(19) 9842 - 5208;;016-97663976-LUIS;;;;;;;;;_____-___;;
740;0-00740;N;NULL;FREITASLELILOES.COM.BR(STA BARBARA);LEILOES-PALACIODOSLEILOES.COM.BR (RIB.P;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
741;0-00741;N;NULL;TINTAS-AVENIDA ;TINTAS-AVENIDA ;;9-NAO CONTR;;(16) 3371 - 8191;;WULIAN;;;;;;;SAO CARLOS;SP;13560-000;;
742;0-00742;N;;SUCATA-JARBAS (COMPRA AMORT/DISCO);SUCATA-JARBAS (COMPRA AMORT/DISCO);;9-NAO CONTR;;(11) 9793 - 9132;;JARBAS;;;;;;;ITATIBA;SP;_____-___;;
743;0-00743;N;;SUCATA-LAURO;SUCATA-LAURO;;9-NAO CONTR;;(16) 9713 - 7071;;;;;;;;;;;_____-___;;PEGA COM O RAFAEL LOJA 1
744;0-00744;N;;ESTOPA-ANDERSON;ESTOPA-ANDERSON;;9-NAO CONTR;;(16) 9210 - 5383;;RETALHOS DE PANO;;;;;;;;;_____-___;;
745;0-00745;N;;PNEUS USADOS-ELIAS;PNEUS USADOS-ELIAS;;9-NAO CONTR;;(16) 9148 - 1067;;;;;;;;;;;_____-___;;
746;0-00746;N;NULL;PAPEL SULFITE-EDUARDO;PAPEL SULFITE-EDUARDO;;9-NAO CONTR;;(16) 9768 - 1306;;CHAMEX;;;;;;;;;_____-___;;
747;0-00747;N;;BLOTERS/FAIXAS/LUMINOSOS;PROPAGANDA-MARCELO;;9-NAO CONTR;;(__) 9154 - 1174;;;;;;;;;;;_____-___;;
748;0-00748;N;NULL;PROPAGANDA-NEOPRESS COMUNICACAO VISUAL;PROPAGANDA-NEOPRESS COMUNICACAO VISUAL;;9-NAO CONTR;;(__) 3372 - 4020;(__) 3411 - 3461;9609-4335 PINHEIRO-DIRETOR;;R. MAJOR JOSE INACIO, 2182;;CENTRO;;;SAO CARLOS;SP;13560-000;;"COMERCIALNEOPRESS.COM.BR  - CAROL9738-6652 HUGO"
749;0-00749;N;;SERRALHERIA-GOMES;SERRALHERIA-AWJ;;9-NAO CONTR;;(16) 9247 - 4434;;;(16) 3307 - 4475;;;;;;;;_____-___;;O  Q ARRUMOU O PORTAO DIA  09/10/2015
750;0-00750;N;NULL;RT LIMP;PRODUTOS P/ LIMPEZA - RT LIMP;;9-NAO CONTR;;(16) 3415 - 2603;;REGINALDO/CLEBER;;R: DR. MARINO DA COSTA TERRA, 730;;;;;;;_____-___;rtlimp@hotmail.com;
751;0-00751;N;;RECARGA DE TINTA-BEE PRINTER;RECARGA DE TINTA-BEE PRINTER;;9-NAO CONTR;;;;16-34163092 OU31167294;;;;;;;;;_____-___;;TATIANE
752;0-00752;N;NULL;POLICIA MILITAR-RENATO GONZALES;POLICIA MILITAR-RENATO GONZALES;;9-NAO CONTR;;(__) 3371 - 1736;;;;;;;;;;;_____-___;;
753;0-00753;N;NULL;TATAO-;TATAO-;;9-NAO CONTR;;(__) 9783 - 1647;;;;;;;;;;;_____-___;;
755;0-00755;N;NULL;ALEXANDRE-91051412;EMBRATEL-PRICE TELECOM;;9-NAO CONTR;;(__) 3116 - 4249;;34151310-SONIA/EPISCOPAL;;R.ALEXANDRINA.366;;CENTRO;;;SAO CARLOS;SP;_____-___;;91777086--ALEXANDRE
757;0-00757;N;;TREBBI COM. USINAGEM LTDA;TREBBI COM. USINAGEM LTDA;;9-NAO CONTR;;(16) 3368 - 5859;(16) 3368 - 5859;;;R MONS. ALCINDO CARLOS VELOSO SIQUEIRA, 390;;JD SAO PAULO;;;SAO CARLOS;SP;_____-___;;EPIL
758;0-00758;N;;BRASLAR;ASSISTENCIA TECNICA-LATINA;;9-NAO CONTR;;(16) 3376 - 6930;;;;RUA BENTO CARLOS, 820;;CENTRO;;;SAO CARLOS;SP;13560-000;;
759;0-00759;N;NULL;COM.IMP.E EXP.DE PECAS E VEICULOS NOVOS USADOS;PECAS-BESTA (SOUZA);;9-NAO CONTR;;(16) 3332 - 9161;;MARCELO;;R.PADREJOSE ANCHIETA.889;;JOSE  ANCHIETA;;;ARARAQUARA;SP;14807-150;;
760;0-00760;N;;CHEVRON;CHEVRON;;9-NAO CONTR;;(16) 3368 - 4989;;;;;;;;;;;_____-___;;FECHOU
761;0-00761;N;NULL;CONFECCAO-WILLIAN;CONFECCAO-WILLIAN;;9-NAO CONTR;;(11) 3963 - 4891;;011-73977771;;;;;;;;;_____-___;w.faccini@terra.com.br;
762;0-00762;N;NULL;PARANA VAN;PECAS DE BESTA- JOSE DIVONSIR PINTO;905.205.04-32;9-NAO CONTR;12.162.096/0001-73;(44) 3023 - 3233;(44) 3023 - 3253;BRASIL AG:3026-0/CC:13716-2;;AV: DR. ALEXANDRE RASGULAEFF 5191;;JD. REAL;;;MARINGA;PR;87083-000;paranavan@terra.com.br;DCR
763;0-00763;N;NULL;CARTAO-AMERICAN EXPRESS;CARTAO-AMERICAN EXPRESS;;9-NAO CONTR;;(80) 0728 - 5040;;PODE ENTRAR COMO  BANCO BANKPAR;;;;;;;;;_____-___;;
764;0-00764;N;;CIRCELLI ROLAMENTOS - REGINALDO TAKAO CIRCELLI - ME;CIRCELLI ROLAMENTOS - REGINALDO TAKAO CIRCELLI - ME;637269996110;9-NAO CONTR;54.834.023/0001-20;(16) 3368 - 6094;;;;AVENIDA GETULIO VARGAS;33;VILA LUTFALLA;;3548906;SAO CARLOS;SP;13570-672;;
765;0-00765;N;NULL;RETIFICA DO BIRA;RETIFICA DO BIRA;;9-NAO CONTR;;(__) 3372 - 5966;;;;;;;;;;;_____-___;;
768;0-00768;N;NULL;E-MOTION DO BRASIL COM.DE PROD.ELETR.LTD;TOMTOM-GPS;149833717111;9-NAO CONTR;09.107.959/0001-03;(11) 3074 - 1430;;;;R.TABAPUA.145 CONJ37;;ITAIM BIBI;;;SAO PAULO;SP;04533-010;;
769;0-00769;N;;PANO ;ANDERSON;;9-NAO CONTR;;(__) 9210 - 5383;;;;;;;;;;;_____-___;;
770;0-00770;N;NULL;EMBREAGEM-VALEO;EMBREAGEM-VALEO;;9-NAO CONTR;;(__) 3004 - 5693;;8007705693;;;;;;;;;_____-___;;
771;0-00771;N;;INJECAO;INJECAO;;9-NAO CONTR;;(16) 3419 - 1987;;ZAP-99195-0520;(16) 3201 - 6304;;;;;;;;_____-___;;
772;0-00772;N;NULL;PMS INFORMATICA E COMERCIO LTDA;PMS INFORMATICA E COMERCIO LTDA;353035362114;9-NAO CONTR;59.258.319/0001-64;;;DANIEL OLIVEIRA;;PRACA LEONOR DE BARROS CAMARGO;;CENTRO;;;INDAIATUBA;SP;13333-190;;
773;0-00773;N;NULL;SESC;SESC;;9-NAO CONTR;;(__) 3373 - 2333;;;;;;;;;;;_____-___;;
775;0-00775;N;NULL;PROGRAMA-FRM;PROGRAMA-FRM;;9-NAO CONTR;;(__) 3415 - 0888;;9188-2727-ROBSON/REGINALDO;;;;;;;;;_____-___;;9166-6814-MAURICIO
776;0-00776;N;NULL;SUCATA-PIGATIN;SUCATA-PIGATIN;;9-NAO CONTR;;(__) 3375 - 8823;;SAVEIRO CZJ 1182;;;;;;;;;_____-___;;
777;0-00777;N;;MASTER CAFE;MASTER CAFE;GUSTAVO- 7811-7589;9-NAO CONTR;;;;;;;;;;;;;_____-___;;99713-8840 GUSTAVO
778;0-00778;N;NULL;GUILHERME SILVA;IMPORTADOS-FRANK PECAS (MOTOR);;9-NAO CONTR;;(11) 2216 - 7264;;ROBSON;;AV.VILA EMA.4819;;;;;SAO PAULO;;_____-___;;ITAU-AG:0760/CC 19236-9
779;0-00779;N;;IMPORTADOS-SERRAFO-011-36748001 (DISTRIBUIDOR);IMPORTADOS-SAMBEL(MOTOR/EIXO COMANDO);;9-NAO CONTR;;(11) 4198 - 3085;;RENATA;;;;;;;;;_____-___;sambel@uol.com.br;BRASIL AG:2949-1/CC6598-6
780;0-00780;N;;BRINDES-AVL;VALTER;;9-NAO CONTR;;(__) 3368 - 2277;;;;;;;;;;;_____-___;;
781;0-00781;N;NULL;SOLDA DE ALUMINIO (LEANDRO);SOLDA DE ALUMINIO (LEANDRO);;9-NAO CONTR;;(__) 3116 - 1913;(__) 9702 - 5795;;;;;BOA VISTA;;;SAO CARLOS;SP;_____-___;;
782;0-00782;N;;DISPREL PROD.AUTOM.LTDA;ENGATES-FRISCAR;116689955119;9-NAO CONTR;05.875.040/0001-09;(11) 3773 - 9060;;THIAGO;;R.MANDISSUNUNGA.635;;VILA INAH;;;SAO PAULO;SP;05619-010;friscara@aol.com;B: ITAU AG: 0265  CC: 69672-4
783;0-00783;N;;CAPOTAS-FLASH COVER;CAPOTAS-FRESH;;9-NAO CONTR;;(17) 3641 - 9030;;MARCIA- FRANCINE;;;;;;;;;_____-___;branco@flashcover.com.br;
784;0-00784;N;NULL;MECANIC0-MARIO;MECANIC0-MARIO;;9-NAO CONTR;;(__) 9182 - 4291;;;;;;;;;;;_____-___;;
785;0-00785;N;;PNEU-CONTINENTAL/ASSISTENCIA TECNICA;PNEU-CONTINENTAL;;9-NAO CONTR;;(11) 4583 - 6190;;JESUS/GUILHERNE;;;;;;;;;_____-___;customer.service@conti.com.br;FABRICA  DE CAMACARI/RICARDO-071-36428211
786;0-00786;N;;PNEU-CONTINENTAL/INDUSTRIAL;CONTINENTAL;;9-NAO CONTR;;(11) 8122 - 6054;;23*29916 VINICIUS;;;;;;;;;_____-___;;MARIANA-011-29232323 RAMAL 3
787;0-00787;N;NULL;RENAULT-GRAN BRASIL;RENAULT-GRAN BRASIL;;9-NAO CONTR;;(11) 3018 - 3000;;;;;;;;;SAO PAULO;;_____-___;;
788;0-00788;N;NULL;TAPECEIRO-CARTAXO;TAPECEIRO-CARTAXO;;9-NAO CONTR;;(16) 3372 - 7563;;JUNIOR;;R: AFONSO BOTELHO DE ABREU SAMPAIO, 1031;;STA FELICIA;;;SAO CARLOS;SP;_____-___;;SAO CARLOS
789;0-00789;N;NULL;DISTRIBUIDORA-COBATER;DISTRIBUIDORA-COBATER;;9-NAO CONTR;;(11) 2604 - 5755;;WILSON EX NERVESA;;;;;;;;;_____-___;;
790;0-00790;N;;DISTRIBUIDORA-COBALTER (WILSON);DISTRIBUIDORA-COBALTER (WILSON);;9-NAO CONTR;;(11) 2604 - 5755;;WILSON EX NERVESA;;;;;;;;;_____-___;;
791;0-00791;N;NULL;CONSERTO DE TELEVISAO;CONSERTO DE TELEVISAO;;9-NAO CONTR;;(__) 3307 - 1594;;;;;;;;;;;_____-___;;
792;0-00792;N;NULL;RODA-VM(TSW/MOMO/VERDE/TAG);RODA-VM(TSW/MOMO/VERDE/TAG);;9-NAO CONTR;;(19) 3533 - 2433;(__) 3597 - 3901;MIGUEL (019)92239000  55*7*486086;;R.QUATORZE.2779;;BELA  VISTA;;;RIO CLARO;SP;13504-257;;MATRIZ-011-26990200/7*42015
793;0-00793;N;;SAMA-39659962;LAGUNA;;9-NAO CONTR;;(16) 3965 - 9944;(08) 0018 - 3265;CORO-LAGUNA;;;;;;;RIB.PRETO;SP;_____-___;;CAIO-SAMA
794;0-00794;N;NULL;JHONI;JHONI;;9-NAO CONTR;;(__) 9117 - 6610;;SOFRA 33432657;;;;;;;;;_____-___;;
795;0-00795;N;;DAYCO;DAYCO;;9-NAO CONTR;;;;8007720033;;;;;;;;;_____-___;;
796;0-00796;N;NULL;GERALDO KEPPE-97698602;ALMIR-CARDAL;;9-NAO CONTR;;(__) 9113 - 2677;;;;;;;;;;;_____-___;;
797;0-00797;N;NULL;ACESSORIOS-RODABRILL;ACESSORIOS-RODABRILL;;9-NAO CONTR;;(16) 9711 - 4856;;JOAO CARLOS;;;;;;;PORTO FERREIRA;;_____-___;;AROMATIZANTES
